Name,Type,Species,Height,Weight (KG),Abilities,Base Exp.,Growth Rate,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Total
Frillish,Water Ghost,Floating Pokémon,1.2,33,1. Water Absorb2. Cursed BodyDamp (hidden ability),67,Medium Fast,55,40,50,65,85,40,280
Jellicent,Water Ghost,Floating Pokémon,2.2,135,1. Water Absorb2. Cursed BodyDamp (hidden ability),168,Medium Fast,100,60,70,85,105,60,380
Alomomola,Water,Caring Pokémon,1.2,31.6,1. Healer2. HydrationRegenerator (hidden ability),165,Fast,165,75,80,40,45,65,305
Joltik,Bug Electric,Attaching Pokémon,0.1,0.6,1. Compound Eyes2. UnnerveSwarm (hidden ability),64,Medium Fast,50,47,50,57,50,65,269
Galvantula,Bug Electric,EleSpider Pokémon,0.8,14.3,1. Compound Eyes2. UnnerveSwarm (hidden ability),165,Medium Fast,70,77,60,97,60,108,402
Ferroseed,Grass Steel,Thorn Seed Pokémon,0.6,18.8,1. Iron Barbs,61,Medium Fast,44,50,91,24,86,10,261
Ferrothorn,Grass Steel,Thorn Pod Pokémon,1,110,1. Iron BarbsAnticipation (hidden ability),171,Medium Fast,74,94,131,54,116,20,415
Klink,Steel,Gear Pokémon,0.3,21,1. Plus2. MinusClear Body (hidden ability),60,Medium Slow,40,55,70,45,60,30,260
Klang,Steel,Gear Pokémon,0.6,51,1. Plus2. MinusClear Body (hidden ability),154,Medium Slow,60,80,95,70,85,50,380
Klinklang,Steel,Gear Pokémon,0.6,81,1. Plus2. MinusClear Body (hidden ability),234,Medium Slow,60,100,115,70,85,90,460
Tynamo,Electric,EleFish Pokémon,0.2,0.3,1. Levitate,55,Slow,35,55,40,45,40,60,240
Eelektrik,Electric,EleFish Pokémon,1.2,22,1. Levitate,142,Slow,65,85,70,75,70,40,340
Eelektross,Electric,EleFish Pokémon,2.1,80.5,1. Levitate,258,Slow,85,115,80,105,80,50,430
Elgyem,Psychic,Cerebral Pokémon,0.5,9,1. Telepathy2. SynchronizeAnalytic (hidden ability),67,Medium Fast,55,55,55,85,55,30,280
Beheeyem,Psychic,Cerebral Pokémon,1,34.5,1. Telepathy2. SynchronizeAnalytic (hidden ability),170,Medium Fast,75,75,75,125,95,40,410
Litwick,Ghost Fire,Candle Pokémon,0.3,3.1,1. Flash Fire2. Flame BodyInfiltrator (hidden ability),55,Medium Slow,50,30,55,65,55,20,225
Lampent,Ghost Fire,Lamp Pokémon,0.6,13,1. Flash Fire2. Flame BodyInfiltrator (hidden ability),130,Medium Slow,60,40,60,95,60,55,310
Chandelure,Ghost Fire,Luring Pokémon,1,34.3,1. Flash Fire2. Flame BodyInfiltrator (hidden ability),234,Medium Slow,60,55,90,145,90,80,460
Axew,Dragon,Tusk Pokémon,0.6,18,1. Rivalry2. Mold BreakerUnnerve (hidden ability),64,Slow,46,87,60,30,40,57,274
Fraxure,Dragon,Axe Jaw Pokémon,1,36,1. Rivalry2. Mold BreakerUnnerve (hidden ability),144,Slow,66,117,70,40,50,67,344
Haxorus,Dragon,Axe Jaw Pokémon,1.8,105.5,1. Rivalry2. Mold BreakerUnnerve (hidden ability),270,Slow,76,147,90,60,70,97,464
Cubchoo,Ice,Chill Pokémon,0.5,8.5,1. Snow Cloak2. Slush RushRattled (hidden ability),61,Medium Fast,55,70,40,60,40,40,250
Beartic,Ice,Freezing Pokémon,2.6,260,1. Snow Cloak2. Slush RushSwift Swim (hidden ability),177,Medium Fast,95,130,80,70,80,50,410
Cryogonal,Ice,Crystallizing Pokémon,1.1,148,1. Levitate,180,Medium Fast,80,50,50,95,135,105,435
Shelmet,Bug,Snail Pokémon,0.4,7.7,1. Hydration2. Shell ArmorOvercoat (hidden ability),61,Medium Fast,50,40,85,40,65,25,255
Accelgor,Bug,Shell Out Pokémon,0.8,25.3,1. Hydration2. Sticky HoldUnburden (hidden ability),173,Medium Fast,80,70,40,100,60,145,415
Stunfisk,Ground Steel,Trap Pokémon,0.7,20.5,Mimicry,165,Medium Fast,109,81,99,66,84,32,362
Mienfoo,Fighting,Martial Arts Pokémon,0.9,20,1. Inner Focus2. RegeneratorReckless (hidden ability),70,Medium Slow,45,85,50,55,50,65,305
Mienshao,Fighting,Martial Arts Pokémon,1.4,35.5,1. Inner Focus2. RegeneratorReckless (hidden ability),179,Medium Slow,65,125,60,95,60,105,445
Druddigon,Dragon,Cave Pokémon,1.6,139,1. Rough Skin2. Sheer ForceMold Breaker (hidden ability),170,Medium Fast,77,120,90,60,90,48,408
Golett,Ground Ghost,Automaton Pokémon,1,92,1. Iron Fist2. KlutzNo Guard (hidden ability),61,Medium Fast,59,74,50,35,50,35,244
Golurk,Ground Ghost,Automaton Pokémon,2.8,330,1. Iron Fist2. KlutzNo Guard (hidden ability),169,Medium Fast,89,124,80,55,80,55,394
Pawniard,Dark Steel,Sharp Blade Pokémon,0.5,10.2,1. Defiant2. Inner FocusPressure (hidden ability),68,Medium Fast,45,85,70,40,40,60,295
Bisharp,Dark Steel,Sword Blade Pokémon,1.6,70,1. Defiant2. Inner FocusPressure (hidden ability),172,Medium Fast,65,125,100,60,70,70,425
Bouffalant,Normal,Bash Buffalo Pokémon,1.6,94.6,1. Reckless2. Sap SipperSoundproof (hidden ability),172,Medium Fast,95,110,95,40,95,55,395
Rufflet,Normal Flying,Eaglet Pokémon,0.5,10.5,1. Keen Eye2. Sheer ForceHustle (hidden ability),70,Slow,70,83,50,37,50,60,280
Braviary,Psychic Flying,Battle Cry Pokémon,1.7,43.4,Keen Eye Sheer Force Tinted Lens,179,Slow,110,83,70,112,70,65,400
Vullaby,Dark Flying,Diapered Pokémon,0.5,9,1. Big Pecks2. OvercoatWeak Armor (hidden ability),74,Slow,70,55,75,45,65,60,300
Mandibuzz,Dark Flying,Bone Vulture Pokémon,1.2,39.5,1. Big Pecks2. OvercoatWeak Armor (hidden ability),179,Slow,110,65,105,55,95,80,400
Heatmor,Fire,Anteater Pokémon,1.4,58,1. Gluttony2. Flash FireWhite Smoke (hidden ability),169,Medium Fast,85,97,66,105,66,65,399
Durant,Bug Steel,Iron Ant Pokémon,0.3,33,1. Swarm2. HustleTruant (hidden ability),169,Medium Fast,58,109,112,48,48,109,426
Deino,Dark Dragon,Irate Pokémon,0.8,17.3,1. Hustle,60,Slow,52,65,50,45,50,38,248
Zweilous,Dark Dragon,Hostile Pokémon,1.4,50,1. Hustle,147,Slow,72,85,70,65,70,58,348
Hydreigon,Dark Dragon,Brutal Pokémon,1.8,160,1. Levitate,300,Slow,92,105,90,125,90,98,508
Larvesta,Bug Fire,Torch Pokémon,1.1,28.8,1. Flame BodySwarm (hidden ability),72,Slow,55,85,55,50,55,60,305
Volcarona,Bug Fire,Sun Pokémon,1.6,46,1. Flame BodySwarm (hidden ability),275,Slow,85,60,65,135,105,100,465
Cobalion,Steel Fighting,Iron Will Pokémon,2.1,250,1. Justified,261,Slow,91,90,129,90,72,108,489
Terrakion,Rock Fighting,Cavern Pokémon,1.9,260,1. Justified,261,Slow,91,129,90,72,90,108,489
Virizion,Grass Fighting,Grassland Pokémon,2,200,1. Justified,261,Slow,91,90,72,90,129,108,489
Tornadus,Flying,Cyclone Pokémon,1.4,63,Regenerator,290,Slow,79,100,80,110,90,121,501
Thundurus,Electric Flying,Bolt Strike Pokémon,3,61,Volt Absorb,290,Slow,79,105,70,145,80,101,501
Reshiram,Dragon Fire,Vast White Pokémon,3.2,330,1. Turboblaze,306,Slow,100,120,100,150,120,90,580
Zekrom,Dragon Electric,Deep Black Pokémon,2.9,345,1. Teravolt,306,Slow,100,150,120,120,100,90,580
Landorus,Ground Flying,Abundance Pokémon,1.3,68,Intimidate,300,Slow,89,145,90,105,80,91,511
Kyurem,Dragon Ice,Boundary Pokémon,3.3,325,Teravolt,315,Slow,125,170,100,120,90,95,575
Keldeo,Water Fighting,Colt Pokémon,1.4,48.5,Justified,261,Slow,91,72,90,129,90,108,489
Meloetta,Normal Fighting,Melody Pokémon,0.6,6.5,Serene Grace,300,Slow,100,128,90,77,77,128,500
Genesect,Bug Steel,Paleozoic Pokémon,1.5,82.5,1. Download,270,Slow,71,120,95,120,95,99,529
Chespin,Grass,Spiny Nut Pokémon,0.4,9,1. OvergrowBulletproof (hidden ability),63,Medium Slow,56,61,65,48,45,38,257
Quilladin,Grass,Spiny Armor Pokémon,0.7,29,1. OvergrowBulletproof (hidden ability),142,Medium Slow,61,78,95,56,58,57,344
Chesnaught,Grass Fighting,Spiny Armor Pokémon,1.6,90,1. OvergrowBulletproof (hidden ability),265,Medium Slow,88,107,122,74,75,64,442
Fennekin,Fire,Fox Pokémon,0.4,9.4,1. BlazeMagician (hidden ability),61,Medium Slow,40,45,40,62,60,60,267
Braixen,Fire,Fox Pokémon,1,14.5,1. BlazeMagician (hidden ability),143,Medium Slow,59,59,58,90,70,73,350
Delphox,Fire Psychic,Fox Pokémon,1.5,39,1. BlazeMagician (hidden ability),267,Medium Slow,75,69,72,114,100,104,459
Froakie,Water,Bubble Frog Pokémon,0.3,7,1. TorrentProtean (hidden ability),63,Medium Slow,41,56,40,62,44,71,273
Frogadier,Water,Bubble Frog Pokémon,0.6,10.9,1. TorrentProtean (hidden ability),142,Medium Slow,54,63,52,83,56,97,351
Greninja,Water Dark,Ninja Pokémon,1.5,40,Battle Bond,265,Medium Slow,72,145,67,153,71,132,568
Bunnelby,Normal,Digging Pokémon,0.4,5,1. Pickup2. Cheek PouchHuge Power (hidden ability),47,Medium Fast,38,36,38,32,36,57,199
Diggersby,Normal Ground,Digging Pokémon,1,42.4,1. Pickup2. Cheek PouchHuge Power (hidden ability),148,Medium Fast,85,56,77,50,77,78,338
Fletchling,Normal Flying,Tiny Robin Pokémon,0.3,1.7,1. Big PecksGale Wings (hidden ability),56,Medium Slow,45,50,43,40,38,62,233
Fletchinder,Fire Flying,Ember Pokémon,0.7,16,1. Flame BodyGale Wings (hidden ability),134,Medium Slow,62,73,55,56,52,84,320
Talonflame,Fire Flying,Scorching Pokémon,1.2,24.5,1. Flame BodyGale Wings (hidden ability),175,Medium Slow,78,81,71,74,69,126,421
Scatterbug,Bug,Scatterdust Pokémon,0.3,2.5,1. Shield Dust2. Compound EyesFriend Guard (hidden ability),40,Medium Fast,38,35,40,27,25,35,162
Spewpa,Bug,Scatterdust Pokémon,0.3,8.4,1. Shed SkinFriend Guard (hidden ability),75,Medium Fast,45,22,60,27,30,29,168
Vivillon,Bug Flying,Scale Pokémon,1.2,17,1. Shield Dust2. Compound EyesFriend Guard (hidden ability),206,Medium Fast,80,52,50,90,50,89,331
Litleo,Fire Normal,Lion Cub Pokémon,0.6,13.5,1. Rivalry2. UnnerveMoxie (hidden ability),74,Medium Slow,62,50,58,73,54,72,307
Pyroar,Fire Normal,Royal Pokémon,1.5,81.5,1. Rivalry2. UnnerveMoxie (hidden ability),177,Medium Slow,86,68,72,109,66,106,421
Floette,Fairy,Single Bloom Pokémon,0.2,0.9,1. Flower VeilSymbiosis (hidden ability),130,Medium Fast,54,45,47,75,98,52,317
Florges,Fairy,Garden Pokémon,1.1,10,1. Flower VeilSymbiosis (hidden ability),276,Medium Fast,78,65,68,112,154,75,474
Skiddo,Grass,Mount Pokémon,0.9,31,1. Sap SipperGrass Pelt (hidden ability),70,Medium Fast,66,65,48,62,57,52,284
Gogoat,Grass,Mount Pokémon,1.7,91,1. Sap SipperGrass Pelt (hidden ability),186,Medium Fast,123,100,62,97,81,68,408
Pancham,Fighting,Playful Pokémon,0.6,8,1. Iron Fist2. Mold BreakerScrappy (hidden ability),70,Medium Fast,67,82,62,46,48,43,281
Pangoro,Fighting Dark,Daunting Pokémon,2.1,136,1. Iron Fist2. Mold BreakerScrappy (hidden ability),173,Medium Fast,95,124,78,69,71,58,400
Furfrou,Normal,Poodle Pokémon,1.2,28,1. Fur Coat,165,Medium Fast,75,80,60,65,90,102,397
Espurr,Psychic,Restraint Pokémon,0.3,3.5,1. Keen Eye2. InfiltratorOwn Tempo (hidden ability),71,Medium Fast,62,48,54,63,60,68,293
Meowstic,Psychic,Constraint Pokémon,0.6,8.5,Keen Eye Infiltrator Competitive,163,Medium Fast,74,48,76,83,81,104,392
Honedge,Steel Ghost,Sword Pokémon,0.8,2,1. No Guard,65,Medium Fast,45,80,100,35,37,28,280
Doublade,Steel Ghost,Sword Pokémon,0.8,4.5,1. No Guard,157,Medium Fast,59,110,150,45,49,35,389
Aegislash,Steel Ghost,Royal Sword Pokémon,1.7,53,Stance Change,234,Medium Fast,60,140,50,140,50,60,440
Spritzee,Fairy,Perfume Pokémon,0.2,0.5,1. HealerAroma Veil (hidden ability),68,Medium Fast,78,52,60,63,65,23,263
Aromatisse,Fairy,Fragrance Pokémon,0.8,15.5,1. HealerAroma Veil (hidden ability),162,Medium Fast,101,72,72,99,89,29,361
Swirlix,Fairy,Cotton Candy Pokémon,0.4,3.5,1. Sweet VeilUnburden (hidden ability),68,Medium Fast,62,48,66,59,57,49,279
Slurpuff,Fairy,Meringue Pokémon,0.8,5,1. Sweet VeilUnburden (hidden ability),168,Medium Fast,82,80,86,85,75,72,398
Inkay,Dark Psychic,Revolving Pokémon,0.4,3.5,1. Contrary2. Suction CupsInfiltrator (hidden ability),58,Medium Fast,53,54,53,37,46,45,235
Malamar,Dark Psychic,Overturning Pokémon,1.5,47,1. Contrary2. Suction CupsInfiltrator (hidden ability),169,Medium Fast,86,92,88,68,75,73,396
Binacle,Rock Water,Two-Handed Pokémon,0.5,31,1. Sniper2. Tough ClawsPickpocket (hidden ability),61,Medium Fast,42,52,67,39,56,50,264
Barbaracle,Rock Water,Collective Pokémon,1.3,96,1. Sniper2. Tough ClawsPickpocket (hidden ability),175,Medium Fast,72,105,115,54,86,68,428
Skrelp,Poison Water,Mock Kelp Pokémon,0.5,7.3,1. Poison Point2. Poison TouchAdaptability (hidden ability),64,Medium Fast,50,60,60,60,60,30,270
Dragalge,Poison Dragon,Mock Kelp Pokémon,1.8,81.5,1. Poison Point2. Poison TouchAdaptability (hidden ability),173,Medium Fast,65,75,90,97,123,44,429
Clauncher,Water,Water Gun Pokémon,0.5,8.3,1. Mega Launcher,66,Slow,50,53,62,58,63,44,280
Clawitzer,Water,Howitzer Pokémon,1.3,35.3,1. Mega Launcher,100,Slow,71,73,88,120,89,59,429
Helioptile,Electric Normal,Generator Pokémon,0.5,6,1. Dry Skin2. Sand VeilSolar Power (hidden ability),58,Medium Fast,44,38,33,61,43,70,245
Heliolisk,Electric Normal,Generator Pokémon,1,21,1. Dry Skin2. Sand VeilSolar Power (hidden ability),168,Medium Fast,62,55,52,109,94,109,419
Tyrunt,Rock Dragon,Royal Heir Pokémon,0.8,26,1. Strong JawSturdy (hidden ability),72,Medium Fast,58,89,77,45,45,48,304
Tyrantrum,Rock Dragon,Despot Pokémon,2.5,270,1. Strong JawRock Head (hidden ability),182,Medium Fast,82,121,119,69,59,71,439
Amaura,Rock Ice,Tundra Pokémon,1.3,25.2,1. RefrigerateSnow Warning (hidden ability),72,Medium Fast,77,59,50,67,63,46,285
Aurorus,Rock Ice,Tundra Pokémon,2.7,225,1. RefrigerateSnow Warning (hidden ability),104,Medium Fast,123,77,72,99,92,58,398
Sylveon,Fairy,Intertwining Pokémon,1,23.5,1. Cute CharmPixilate (hidden ability),184,Medium Fast,95,65,65,110,130,60,430
Hawlucha,Fighting Flying,Wrestling Pokémon,0.8,21.5,1. Limber2. UnburdenMold Breaker (hidden ability),175,Medium Fast,78,92,75,74,63,118,422
Dedenne,Electric Fairy,Antenna Pokémon,0.2,2.2,1. Cheek Pouch2. PickupPlus (hidden ability),151,Medium Fast,67,58,57,81,67,101,364
Carbink,Rock Fairy,Jewel Pokémon,0.3,5.7,1. Clear BodySturdy (hidden ability),100,Slow,50,50,150,50,150,50,450
Goomy,Dragon,Soft Tissue Pokémon,0.3,2.8,1. Sap Sipper2. HydrationGooey (hidden ability),60,Slow,45,50,35,55,75,40,255
Sliggoo,Steel Dragon,Snail Pokémon,0.7,68.5,Sap Sipper Shell Armor Gooey,158,Slow,58,75,83,83,113,40,394
Goodra,Steel Dragon,Shell Bunker Pokémon,1.7,334.1,Sap Sipper Shell Armor Gooey,300,Slow,80,100,100,110,150,60,520
Klefki,Steel Fairy,Key Ring Pokémon,0.2,3,1. PranksterMagician (hidden ability),165,Fast,57,80,91,80,87,75,413
Phantump,Ghost Grass,Stump Pokémon,0.4,7,1. Natural Cure2. FriskHarvest (hidden ability),62,Medium Fast,43,70,48,50,60,38,266
Trevenant,Ghost Grass,Elder Tree Pokémon,1.5,71,1. Natural Cure2. FriskHarvest (hidden ability),166,Medium Fast,85,110,76,65,82,56,389
Pumpkaboo,Ghost Grass,Pumpkin Pokémon,0.8,15,Pickup Frisk Insomnia,67,Medium Fast,59,66,70,44,55,41,276
Gourgeist,Ghost Grass,Pumpkin Pokémon,1.7,39,Pickup Frisk Insomnia,173,Medium Fast,85,100,122,58,75,54,409
Bergmite,Ice,Ice Chunk Pokémon,1,99.5,1. Own Tempo2. Ice BodySturdy (hidden ability),61,Medium Fast,55,69,85,32,35,28,249
Avalugg,Ice Rock,Iceberg Pokémon,1.4,262.4,Strong Jaw Ice Body Sturdy,180,Medium Fast,95,127,184,34,36,38,419
Noibat,Flying Dragon,Sound Wave Pokémon,0.5,8,1. Frisk2. InfiltratorTelepathy (hidden ability),49,Medium Fast,40,30,35,45,40,55,205
Noivern,Flying Dragon,Sound Wave Pokémon,1.5,85,1. Frisk2. InfiltratorTelepathy (hidden ability),187,Medium Fast,85,70,80,97,80,123,450
Xerneas,Fairy,Life Pokémon,3,215,1. Fairy Aura,306,Slow,126,131,95,131,98,99,554
Yveltal,Dark Flying,Destruction Pokémon,5.8,203,1. Dark Aura,306,Slow,126,131,95,131,98,99,554
Zygarde,Dragon Ground,Order Pokémon,4.5,610,Power Construct,319,Slow,216,100,121,91,95,85,492
Diancie,Rock Fairy,Jewel Pokémon,1.1,27.8,Magic Bounce,315,Slow,50,160,110,160,110,110,650
Hoopa,Psychic Dark,Djinn Pokémon,6.5,490,Magician,340,Slow,80,160,60,170,130,80,600
Volcanion,Fire Water,Steam Pokémon,1.7,195,1. Water Absorb,300,Slow,80,110,120,130,90,70,520
Rowlet,Grass Flying,Grass Quill Pokémon,0.3,1.5,1. OvergrowLong Reach (hidden ability),64,Medium Slow,68,55,55,50,50,42,252
Dartrix,Grass Flying,Blade Quill Pokémon,0.7,16,1. OvergrowLong Reach (hidden ability),147,Medium Slow,78,75,75,70,70,52,342
Decidueye,Grass Fighting,Arrow Quill Pokémon,1.6,37,Overgrow Scrappy,265,Medium Slow,88,112,80,95,95,60,442
Litten,Fire,Fire Cat Pokémon,0.4,4.3,1. BlazeIntimidate (hidden ability),64,Medium Slow,45,65,40,60,40,70,275
Torracat,Fire,Fire Cat Pokémon,0.7,25,1. BlazeIntimidate (hidden ability),147,Medium Slow,65,85,50,80,50,90,355
Incineroar,Fire Dark,Heel Pokémon,1.8,83,1. BlazeIntimidate (hidden ability),239,Medium Slow,95,115,90,80,90,60,435
Popplio,Water,Sea Lion Pokémon,0.4,7.5,1. TorrentLiquid Voice (hidden ability),64,Medium Slow,50,54,54,66,56,40,270
Brionne,Water,Pop Star Pokémon,0.6,17.5,1. TorrentLiquid Voice (hidden ability),147,Medium Slow,60,69,69,91,81,50,360
Primarina,Water Fairy,Soloist Pokémon,1.8,44,1. TorrentLiquid Voice (hidden ability),239,Medium Slow,80,74,74,126,116,60,450
Pikipek,Normal Flying,Woodpecker Pokémon,0.3,1.2,1. Keen Eye2. Skill LinkPickup (hidden ability),53,Medium Fast,35,75,30,30,30,65,230
Trumbeak,Normal Flying,Bugle Beak Pokémon,0.6,14.8,1. Keen Eye2. Skill LinkPickup (hidden ability),124,Medium Fast,55,85,50,40,50,75,300
Toucannon,Normal Flying,Cannon Pokémon,1.1,26,1. Keen Eye2. Skill LinkSheer Force (hidden ability),218,Medium Fast,80,120,75,75,75,60,405
Yungoos,Normal,Loitering Pokémon,0.4,6,1. Strong Jaw2. StakeoutAdaptability (hidden ability),51,Medium Fast,48,70,30,30,30,45,205
Gumshoos,Normal,Stakeout Pokémon,0.7,14.2,1. Strong Jaw2. StakeoutAdaptability (hidden ability),146,Medium Fast,88,110,60,55,60,45,330
Grubbin,Bug,Larva Pokémon,0.4,4.4,1. Swarm,60,Medium Fast,47,62,45,55,45,46,253
Charjabug,Bug Electric,Battery Pokémon,0.5,10.5,1. Battery,140,Medium Fast,57,82,95,55,75,36,343
Vikavolt,Bug Electric,Stag Beetle Pokémon,1.5,45,1. Levitate,225,Medium Fast,77,70,90,145,75,43,423
Crabrawler,Fighting,Boxing Pokémon,0.6,7,1. Hyper Cutter2. Iron FistAnger Point (hidden ability),68,Medium Fast,47,82,57,42,47,63,291
Crabominable,Fighting Ice,Woolly Crab Pokémon,1.7,180,1. Hyper Cutter2. Iron FistAnger Point (hidden ability),167,Medium Fast,97,132,77,62,67,43,381
Oricorio,Ghost Flying,Dancing Pokémon,0.6,3.4,Dancer,167,Medium Fast,75,70,70,98,70,93,401
Cutiefly,Bug Fairy,Bee Fly Pokémon,0.1,0.2,1. Honey Gather2. Shield DustSweet Veil (hidden ability),61,Medium Fast,40,45,40,55,40,84,264
Ribombee,Bug Fairy,Bee Fly Pokémon,0.2,0.5,1. Honey Gather2. Shield DustSweet Veil (hidden ability),162,Medium Fast,60,55,60,95,70,124,404
Rockruff,Rock,Puppy Pokémon,0.5,9.2,Own Tempo,56,Medium Fast,45,65,40,30,40,60,235
Lycanroc,Rock,Wolf Pokémon,0.8,25,Tough Claws,170,Medium Fast,75,117,65,55,65,110,412
Wishiwashi,Water,Small Fry Pokémon,8.2,78.6,Schooling,217,Fast,45,140,130,140,135,30,575
Mareanie,Poison Water,Brutal Star Pokémon,0.4,8,1. Merciless2. LimberRegenerator (hidden ability),61,Medium Fast,50,53,62,43,52,45,255
Toxapex,Poison Water,Brutal Star Pokémon,0.7,14.5,1. Merciless2. LimberRegenerator (hidden ability),173,Medium Fast,50,63,152,53,142,35,445
Mudbray,Ground,Donkey Pokémon,1,110,1. Own Tempo2. StaminaInner Focus (hidden ability),77,Medium Fast,70,100,70,45,55,45,315
Mudsdale,Ground,Draft Horse Pokémon,2.5,920,1. Own Tempo2. StaminaInner Focus (hidden ability),175,Medium Fast,100,125,100,55,85,35,400
Dewpider,Water Bug,Water Bubble Pokémon,0.3,4,1. Water BubbleWater Absorb (hidden ability),54,Medium Fast,38,40,52,40,72,27,231
Araquanid,Water Bug,Water Bubble Pokémon,1.8,82,1. Water BubbleWater Absorb (hidden ability),159,Medium Fast,68,70,92,50,132,42,386
Fomantis,Grass,Sickle Grass Pokémon,0.3,1.5,1. Leaf GuardContrary (hidden ability),50,Medium Fast,40,55,35,50,35,35,210
Lurantis,Grass,Bloom Sickle Pokémon,0.9,18.5,1. Leaf GuardContrary (hidden ability),168,Medium Fast,70,105,90,80,90,45,410
Morelull,Grass Fairy,Illuminating Pokémon,0.2,1.5,1. Illuminate2. Effect SporeRain Dish (hidden ability),57,Medium Fast,40,35,55,65,75,15,245
Shiinotic,Grass Fairy,Illuminating Pokémon,1,11.5,1. Illuminate2. Effect SporeRain Dish (hidden ability),142,Medium Fast,60,45,80,90,100,30,345
Salandit,Poison Fire,Toxic Lizard Pokémon,0.6,4.8,1. CorrosionOblivious (hidden ability),64,Medium Fast,48,44,40,71,40,77,272
Salazzle,Poison Fire,Toxic Lizard Pokémon,1.2,22.2,1. CorrosionOblivious (hidden ability),168,Medium Fast,68,64,60,111,60,117,412
Stufful,Normal Fighting,Flailing Pokémon,0.5,6.8,1. Fluffy2. KlutzCute Charm (hidden ability),68,Medium Fast,70,75,50,45,50,50,270
Bewear,Normal Fighting,Strong Arm Pokémon,2.1,135,1. Fluffy2. KlutzUnnerve (hidden ability),175,Medium Fast,120,125,80,55,60,60,380
Bounsweet,Grass,Fruit Pokémon,0.3,3.2,1. Leaf Guard2. ObliviousSweet Veil (hidden ability),42,Medium Slow,42,30,38,30,38,32,168
Steenee,Grass,Fruit Pokémon,0.7,8.2,1. Leaf Guard2. ObliviousSweet Veil (hidden ability),102,Medium Slow,52,40,48,40,48,62,238
Tsareena,Grass,Fruit Pokémon,1.2,21.4,1. Leaf Guard2. Queenly MajestySweet Veil (hidden ability),255,Medium Slow,72,120,98,50,98,72,438
Comfey,Fairy,Posy Picker Pokémon,0.1,0.3,1. Flower Veil2. TriageNatural Cure (hidden ability),170,Fast,51,52,90,82,110,100,434
Oranguru,Normal Psychic,Sage Pokémon,1.5,76,1. Inner Focus2. TelepathySymbiosis (hidden ability),172,Slow,90,60,80,90,110,60,400
Passimian,Fighting,Teamwork Pokémon,2,82.8,1. ReceiverDefiant (hidden ability),172,Slow,100,120,90,40,60,80,390
Wimpod,Bug Water,Turn Tail Pokémon,0.5,12,1. Wimp Out,46,Medium Fast,25,35,40,20,30,80,205
Golisopod,Bug Water,Hard Scale Pokémon,2,108,1. Emergency Exit,186,Medium Fast,75,125,140,60,90,40,455
Sandygast,Ghost Ground,Sand Heap Pokémon,0.5,70,1. Water CompactionSand Veil (hidden ability),64,Medium Fast,55,55,80,70,45,15,265
Palossand,Ghost Ground,Sand Castle Pokémon,1.3,250,1. Water CompactionSand Veil (hidden ability),168,Medium Fast,85,75,110,100,75,35,395
Pyukumuku,Water,Sea Cucumber Pokémon,0.3,1.2,1. Innards OutUnaware (hidden ability),144,Fast,55,60,130,30,130,5,355
Silvally,Normal,Synthetic Pokémon,2.3,100.5,1. RKS System,257,Slow,95,95,95,95,95,95,475
Minior,Rock Flying,Meteor Pokémon,0.3,0.3,Shields Down,175,Medium Slow,60,100,60,100,60,120,440
Komala,Normal,Drowsing Pokémon,0.4,19.9,1. Comatose,168,Slow,65,115,65,75,95,65,415
Turtonator,Fire Dragon,Blast Turtle Pokémon,2,212,1. Shell Armor,170,Medium Fast,60,78,135,91,85,36,425
Togedemaru,Electric Steel,Roly-Poly Pokémon,0.3,3.3,1. Iron Barbs2. Lightning RodSturdy (hidden ability),152,Medium Fast,65,98,63,40,73,96,370
Mimikyu,Ghost Fairy,Disguise Pokémon,0.2,0.7,1. Disguise,167,Medium Fast,55,90,80,50,105,96,421
Bruxish,Water Psychic,Gnash Teeth Pokémon,0.9,19,1. Dazzling2. Strong JawWonder Skin (hidden ability),166,Medium Fast,68,105,70,70,70,92,407
Drampa,Normal Dragon,Placid Pokémon,3,185,1. Berserk2. Sap SipperCloud Nine (hidden ability),170,Medium Fast,78,60,85,135,91,36,407
Dhelmise,Ghost Grass,Sea Creeper Pokémon,3.9,210,1. Steelworker,181,Medium Fast,70,131,100,86,90,40,447
Jangmo-o,Dragon,Scaly Pokémon,0.6,29.7,1. Bulletproof2. SoundproofOvercoat (hidden ability),60,Slow,45,55,65,45,45,45,255
Hakamo-o,Dragon Fighting,Scaly Pokémon,1.2,47,1. Bulletproof2. SoundproofOvercoat (hidden ability),147,Slow,55,75,90,65,70,65,365
Kommo-o,Dragon Fighting,Scaly Pokémon,1.6,78.2,1. Bulletproof2. SoundproofOvercoat (hidden ability),270,Slow,75,110,125,100,105,85,525
Tapu Koko,Electric Fairy,Land Spirit Pokémon,1.8,20.5,1. Electric SurgeTelepathy (hidden ability),257,Slow,70,115,85,95,75,130,500
Tapu Lele,Psychic Fairy,Land Spirit Pokémon,1.2,18.6,1. Psychic SurgeTelepathy (hidden ability),257,Slow,70,85,75,130,115,95,500
Tapu Bulu,Grass Fairy,Land Spirit Pokémon,1.9,45.5,1. Grassy SurgeTelepathy (hidden ability),257,Slow,70,130,115,85,95,75,500
Tapu Fini,Water Fairy,Land Spirit Pokémon,1.3,21.2,1. Misty SurgeTelepathy (hidden ability),257,Slow,70,75,115,95,130,85,500
